Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
TRANSFER,3,4,185.1999969,377.9599915,Advance shipping,1,9,Cardio Equipment,Brooklyn,EE. UU.,XXXXXXXXX,Anna,6506,Bailey,XXXXXXXXX,Consumer,NY,1773 Amber Walk,11229.0,3,Footwear,40.60237885,-73.95497131,Europe,Harrow,Reino Unido,6506,12/2/2018 19:41,65312,191,22.0,0.059999999,163231,99.98999786,0.49000001,4,399.9599915,377.9599915,185.1999969,Northern Europe,Inglaterra,PENDING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,12/2/2018 19:41,Standard Class
DEBIT,2,1,-35.20000076,175.9900055,Late delivery,1,48,Water Sports,Garden Grove,EE. UU.,XXXXXXXXX,Ronald,687,Harrison,XXXXXXXXX,Consumer,CA,8172 Quaking Bluff Diversion,92840.0,7,Fan Shop,33.8030777,-117.9584045,Europe,Montreuil,Francia,687,12/28/2018 21:00,66606,1073,24.0,0.119999997,166489,199.9900055,-0.200000003,1,199.9900055,175.9900055,-35.20000076,Western Europe,Isla de Francia,COMPLETE,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,12/28/2018 21:00,First Class
DEBIT,2,4,109.6200027,438.480011,Advance shipping,1,62,Cameras ,Philadelphia,EE. UU.,XXXXXXXXX,Sonia,13164,Tate,XXXXXXXXX,Consumer,PA,4079 Blue End ,19104.0,10,Technology,39.95473099,-75.20536804,Europe,Portici,Italia,13164,12/13/2018 00:07,69611,1349,13.56000042,0.029999999,172926,452.0400085,0.25,1,452.0400085,438.480011,109.6200027,Southern Europe,Campania,COMPLETE,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,12/13/2018 00:07,Standard Class
CASH,5,2,51.45999908,197.9199982,Late delivery,1,46,Indoor/Outdoor Games,College Station,EE. UU.,XXXXXXXXX,Mary,9666,Collins,XXXXXXXXX,Consumer,TX,786 Lost Horse Plaza,77840.0,7,Fan Shop,30.62625504,-96.34488678,Europe,Gien,Francia,9666,12/13/2018 17:05,67024,1014,2.0,0.01,167543,49.97999954,0.25999999,4,199.9199982,197.9199982,51.45999908,Western Europe,Centro-Valle de Loira,CLOSED,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,12/13/2018 17:05,Second Class
TRANSFER,4,4,40.31000137,115.1800003,Shipping on time,1,17,Cleats,Howell,EE. UU.,XXXXXXXXX,Mary,1141,Koch,XXXXXXXXX,Corporate,MI,8839 Quiet Leaf Range,48843.0,4,Apparel,42.60770416,-83.93352509,Europe,Helsinki,Finlandia,1141,12/6/2018 08:49,67238,365,4.800000191,0.039999999,168052,59.99000168,0.349999994,2,119.9800034,115.1800003,40.31000137,Northern Europe,Uusimaa,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/6/2018 08:49,Standard Class
DEBIT,3,2,69.90000153,188.9199982,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Alan,1502,Santos,XXXXXXXXX,Consumer,PR,4880 Colonial Grounds,725.0,7,Fan Shop,18.2976532,-66.37052155,Europe,Offenburg,Alemania,1502,12/22/2018 20:07,67257,1014,11.0,0.059999999,168098,49.97999954,0.370000005,4,199.9199982,188.9199982,69.90000153,Western Europe,Baden-Wurtemberg,COMPLETE,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,12/22/2018 20:07,Second Class
TRANSFER,6,4,104.3899994,260.980011,Late delivery,1,43,Camping & Hiking,Cleveland,EE. UU.,XXXXXXXXX,Mary,6326,Harris,XXXXXXXXX,Consumer,OH,8396 Pleasant Extension,44118.0,7,Fan Shop,40.90116501,-81.91440582,Europe,Ghent,Bélgica,6326,12/26/2018 02:50,65850,957,39.0,0.129999995,164561,299.980011,0.400000006,1,299.980011,260.980011,104.3899994,Western Europe,Flanders Oriental,PENDING,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,12/26/2018 02:50,Standard Class
DEBIT,5,4,237.6399994,516.5999756,Late delivery,1,68,Garden,Caguas,Puerto Rico,XXXXXXXXX,Danielle,15302,Greer,XXXXXXXXX,Consumer,PR,9706 Honey Alley,725.0,6,Outdoors,18.22462273,-66.03705597,Pacific Asia,Guangzhou,China,15302,12/21/2018 16:26,71749,1355,15.97999954,0.029999999,175064,532.5800171,0.460000008,1,532.5800171,516.5999756,237.6399994,Eastern Asia,Guangdong,COMPLETE,,1355,68,,http://images.acmesports.sports/Lawn+mower,Lawn mower,532.5800171,0,12/21/2018 16:26,Standard Class
TRANSFER,2,4,32.93999863,114.3899994,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,1344,Brown,XXXXXXXXX,Corporate,PR,384 Easy Embers Trace,725.0,4,Apparel,18.24709702,-66.37055206,Europe,Fontaine,Francia,1344,12/31/2018 01:18,65686,403,15.60000038,0.119999997,164157,129.9900055,0.289999992,1,129.9900055,114.3899994,32.93999863,Western Europe,Auvernia-Ródano-Alpes,PENDING,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/31/2018 01:18,Standard Class
DEBIT,6,4,47.18999863,129.9900055,Late delivery,1,18,Men's Footwear,Olathe,EE. UU.,XXXXXXXXX,Mary,6615,Meadows,XXXXXXXXX,Consumer,KS,4226 High Row,66062.0,4,Apparel,38.89456177,-94.77796173,Europe,Bremen,Alemania,6615,12/3/2018 23:26,65295,403,0.0,0.0,163185,129.9900055,0.360000014,1,129.9900055,129.9900055,47.18999863,Western Europe,Bremen,ON_HOLD,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/3/2018 23:26,Standard Class
DEBIT,3,4,116.3899994,387.980011,Advance shipping,0,45,Fishing,Marion,EE. UU.,XXXXXXXXX,Mary,1763,Huffman,XXXXXXXXX,Corporate,OH,5652 Merry Gate Pathway,43302.0,7,Fan Shop,40.7018013,-83.07437134,Europe,Champigny-sur-Marne,Francia,1763,12/19/2018 03:18,68552,1004,12.0,0.029999999,171389,399.980011,0.300000012,1,399.980011,387.980011,116.3899994,Western Europe,Isla de Francia,COMPLETE,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,12/19/2018 03:18,Standard Class
PAYMENT,0,0,107.9899979,239.9799957,Shipping on time,1,43,Camping & Hiking,Rio Grande,Puerto Rico,XXXXXXXXX,Mary,3342,Cobb,XXXXXXXXX,Consumer,PR,1384 Thunder Apple Manor,745.0,7,Fan Shop,18.38014031,-65.83062744,Europe,Bottrop,Alemania,3342,12/15/2018 06:30,67772,957,60.0,0.200000003,169438,299.980011,0.449999988,1,299.980011,239.9799957,107.9899979,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,12/15/2018 06:30,Same Day
DEBIT,6,4,14.78999996,147.9400024,Late delivery,1,67,DVDs,Caguas,Puerto Rico,XXXXXXXXX,Lilah,15133,Schneider,XXXXXXXXX,Home Office,PR,8610 Burning Cider Heath,725.0,9,Discs Shop,18.25617027,-66.0370636,Europe,Rovigo,Italia,15133,12/24/2018 04:40,71580,1354,16.44000053,0.100000001,174895,164.3800049,0.100000001,1,164.3800049,147.9400024,14.78999996,Southern Europe,Véneto,COMPLETE,,1354,67,,http://images.acmesports.sports/DVDs,DVDs ,164.3800049,0,12/24/2018 04:40,Standard Class
TRANSFER,3,4,253.1399994,516.5999756,Advance shipping,1,68,Garden,Caguas,Puerto Rico,XXXXXXXXX,Shaeleigh,15320,Fox,XXXXXXXXX,Consumer,PR,4970 Silent River Parade,725.0,6,Outdoors,18.27716255,-66.03705597,Pacific Asia,Manila,Filipinas,15320,12/20/2018 19:14,71767,1355,15.97999954,0.029999999,175082,532.5800171,0.49000001,1,532.5800171,516.5999756,253.1399994,Southeast Asia,Capital Nacional,PENDING,,1355,68,,http://images.acmesports.sports/Lawn+mower,Lawn mower,532.5800171,0,12/20/2018 19:14,Standard Class
CASH,4,4,-580.710022,331.8299866,Shipping on time,0,38,Kids' Golf Clubs,Chicago,EE. UU.,XXXXXXXXX,Mary,3041,Jones,XXXXXXXXX,Consumer,IL,7897 Foggy Estates,60651.0,6,Outdoors,41.98441696,-87.82327271,Europe,Estocolmo,Suecia,3041,12/4/2018 16:39,65473,295,67.97000122,0.170000002,163645,99.94999695,-1.75,4,399.7999878,331.8299866,-580.710022,Northern Europe,Estocolmo,CLOSED,,295,38,,http://images.acmesports.sports/Fitbit+The+One+Wireless+Activity+%26+Sleep+Tracker,Fitbit The One Wireless Activity & Sleep Trac,99.94999695,0,12/4/2018 16:39,Standard Class
DEBIT,4,4,2.279999971,227.5899963,Shipping on time,0,65,Consumer Electronics,Dayton,EE. UU.,XXXXXXXXX,Shana,18146,Wiley,XXXXXXXXX,Consumer,OH,5841 Noble Loop,45424.0,10,Technology,39.88864136,-84.07601166,Pacific Asia,Semarang,Indonesia,18146,12/1/2018 16:52,74593,1352,25.29000092,0.100000001,177908,252.8800049,0.01,1,252.8800049,227.5899963,2.279999971,Southeast Asia,Java Central,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,12/1/2018 16:52,Standard Class
DEBIT,3,4,84.16000366,319.980011,Advance shipping,1,45,Fishing,Caguas,Puerto Rico,XXXXXXXXX,William,11373,Cohen,XXXXXXXXX,Consumer,PR,7479 Hidden Village,725.0,7,Fan Shop,18.29717827,-66.37062073,Europe,Copenhagen,Dinamarca,11373,12/14/2018 16:46,66527,1004,80.0,0.200000003,166296,399.980011,0.25999999,1,399.980011,319.980011,84.16000366,Northern Europe,Región Capital,COMPLETE,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,12/14/2018 16:46,Standard Class
DEBIT,3,4,43.86999893,134.9900055,Advance shipping,0,38,Kids' Golf Clubs,Caguas,Puerto Rico,XXXXXXXXX,Jennifer,5663,Smith,XXXXXXXXX,Consumer,PR,3580 Sleepy Quail Crest,725.0,6,Outdoors,18.28437233,-66.37062836,Europe,Charleroi,Bélgica,5663,12/3/2018 03:03,66437,306,45.0,0.25,166086,89.98999786,0.330000013,2,179.9799957,134.9900055,43.86999893,Western Europe,Henao,COMPLETE,,306,38,,http://images.acmesports.sports/Polar+FT4+Heart+Rate+Monitor,Polar FT4 Heart Rate Monitor,89.98999786,0,12/3/2018 03:03,Standard Class
CASH,4,4,1.440000057,11.53999996,Shipping on time,1,74,Toys,Las Vegas,EE. UU.,XXXXXXXXX,Brianna,19756,Ayers,XXXXXXXXX,Home Office,NV,6501 Blue Green,89123.0,7,Fan Shop,36.02138138,-115.1716614,Pacific Asia,Nakhon Ratchasima,Tailandia,19756,12/4/2018 14:13,76203,1361,0.0,0.0,179518,11.53999996,0.129999995,1,11.53999996,11.53999996,1.440000057,Southeast Asia,Nakhon Ratchasima,CLOSED,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,12/4/2018 14:13,Standard Class
TRANSFER,4,4,82.51999664,257.8800049,Shipping canceled,0,69,Health and Beauty,San Jose,EE. UU.,XXXXXXXXX,Ila,18746,Weaver,XXXXXXXXX,Consumer,CA,6391 Golden Promenade,95111.0,12,Health and Beauty ,37.26375961,-121.8059616,Pacific Asia,Sydney,Australia,18746,12/8/2018 15:21,75193,1356,35.15999985,0.119999997,178508,293.0400085,0.319999993,1,293.0400085,257.8800049,82.51999664,Oceania,Nueva Gales del Sur,SUSPECTED_FRAUD,,1356,69,,http://images.acmesports.sports/First+aid+kit,First aid kit,293.0400085,0,12/8/2018 15:21,Standard Class
PAYMENT,5,4,38.40000153,383.9899902,Late delivery,1,38,Kids' Golf Clubs,Santa Cruz,EE. UU.,XXXXXXXXX,Mary,7445,Smith,XXXXXXXXX,Consumer,CA,7342 Hidden Walk,95060.0,6,Outdoors,36.97051239,-122.0238266,Europe,Guadalajara,España,7445,12/31/2018 20:11,68539,303,16.0,0.039999999,171365,399.9899902,0.100000001,1,399.9899902,383.9899902,38.40000153,Southern Europe,Castilla-La Mancha,PENDING_PAYMENT,,303,38,,http://images.acmesports.sports/Garmin+Forerunner+910XT+GPS+Watch,Garmin Forerunner 910XT GPS Watch,399.9899902,0,12/31/2018 20:11,Standard Class
DEBIT,2,1,7.059999943,41.5,Late delivery,1,24,Women's Apparel,Houston,EE. UU.,XXXXXXXXX,Mary,5324,Patterson,XXXXXXXXX,Consumer,TX,8598 Dewy Grove Path,77015.0,5,Golf,29.7805748,-95.17199707,Europe,Grenoble,Francia,5324,12/14/2018 00:21,66915,502,8.5,0.170000002,167273,50.0,0.170000002,1,50.0,41.5,7.059999943,Western Europe,Auvernia-Ródano-Alpes,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,12/14/2018 00:21,First Class
TRANSFER,6,4,9.260000229,123.4899979,Late delivery,1,18,Men's Footwear,Long Beach,EE. UU.,XXXXXXXXX,Mary,6981,Brennan,XXXXXXXXX,Home Office,CA,9293 Tawny Terrace,90813.0,4,Apparel,33.78245163,-118.1922455,Europe,Madrid,España,6981,12/12/2018 02:44,66900,403,6.5,0.050000001,167238,129.9900055,0.079999998,1,129.9900055,123.4899979,9.260000229,Southern Europe,Madrid,PENDING,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/12/2018 02:44,Standard Class
DEBIT,5,4,17.0699997,77.58000183,Late delivery,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Sharon,202,Smith,XXXXXXXXX,Home Office,PR,586 Gentle Anchor Chase,725.0,5,Golf,18.24755859,-66.02526856,Europe,Bergen,Noruega,202,12/16/2018 05:42,67419,627,2.400000095,0.029999999,168524,39.99000168,0.219999999,2,79.98000336,77.58000183,17.0699997,Northern Europe,Hordaland,COMPLETE,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,12/16/2018 05:42,Standard Class
DEBIT,6,4,91.76999664,262.2000122,Late delivery,0,73,Sporting Goods,Tallahassee,EE. UU.,XXXXXXXXX,Violet,19373,Melton,XXXXXXXXX,Home Office,FL,5002 High Bank,32308.0,2,Fitness,30.49506187,-84.24580383,Pacific Asia,Bangkok,Tailandia,19373,12/27/2018 22:38,75820,1360,65.55000305,0.200000003,179135,327.75,0.349999994,1,327.75,262.2000122,91.76999664,Southeast Asia,Bangkok,COMPLETE,,1360,73,,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,0,12/27/2018 22:38,Standard Class
PAYMENT,3,4,-83.13999939,106.5899963,Advance shipping,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Peter,958,Acosta,XXXXXXXXX,Corporate,PR,1761 Noble Barn Heath,725.0,4,Apparel,18.22583389,-66.0473938,Europe,Genoa,Italia,958,12/6/2018 17:45,65157,403,23.39999962,0.180000007,162843,129.9900055,-0.779999971,1,129.9900055,106.5899963,-83.13999939,Southern Europe,Liguria,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/6/2018 17:45,Standard Class
DEBIT,5,2,15.84000015,197.9799957,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,David,8929,Smith,XXXXXXXXX,Consumer,PR,555 Rustic Zephyr Passage,725.0,3,Footwear,18.26918602,-66.37063599,Europe,Munster,Alemania,8929,12/12/2018 02:20,68364,191,2.0,0.01,170922,99.98999786,0.079999998,2,199.9799957,197.9799957,15.84000015,Western Europe,Baja Sajonia,COMPLETE,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,12/12/2018 02:20,Second Class
DEBIT,6,4,41.52000046,114.3899994,Late delivery,1,18,Men's Footwear,Los Angeles,EE. UU.,XXXXXXXXX,Michelle,9846,Horn,XXXXXXXXX,Consumer,CA,1223 Cozy Mountain Stead,90066.0,4,Apparel,34.03662872,-118.258667,Europe,Rome,Italia,9846,12/10/2018 23:24,65140,403,15.60000038,0.119999997,162785,129.9900055,0.360000014,1,129.9900055,114.3899994,41.52000046,Southern Europe,Lacio,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/10/2018 23:24,Standard Class
DEBIT,1,0,-16.61000061,332.1000061,Late delivery,1,63,Children's Clothing,Rego Park,EE. UU.,XXXXXXXXX,Eugenia,14034,Mcdowell,XXXXXXXXX,Corporate,NY,97 Burning Landing,11374.0,4,Apparel,40.849617,-73.09238434,Europe,Tilburg,Países Bajos,14034,12/26/2018 14:23,70481,1350,25.0,0.07,173796,357.1000061,-0.050000001,1,357.1000061,332.1000061,-16.61000061,Western Europe,Brabante Septentrional,COMPLETE,,1350,63,,http://images.acmesports.sports/Children+heaters,Children's heaters,357.1000061,0,12/26/2018 14:23,Same Day
TRANSFER,3,2,142.1399994,406.1000061,Late delivery,0,66,Crafts,Caguas,Puerto Rico,XXXXXXXXX,Christine,14905,Mooney,XXXXXXXXX,Home Office,PR,7497 Sunny Shadow Walk,725.0,4,Apparel,18.24902344,-66.0370636,Europe,Paris,Francia,14905,12/5/2018 10:04,71352,1353,55.38000107,0.119999997,174667,461.480011,0.349999994,1,461.480011,406.1000061,142.1399994,Western Europe,Isla de Francia,PROCESSING,,1353,66,,http://images.acmesports.sports/Porcelain+crafts,Porcelain crafts,461.480011,0,12/5/2018 10:04,Second Class
DEBIT,2,1,74.34999847,247.8200073,Late delivery,1,65,Consumer Electronics,Brooklyn,EE. UU.,XXXXXXXXX,Cora,14502,Ramos,XXXXXXXXX,Consumer,NY,9406 Middle Cider Crest,11229.0,10,Technology,40.60237885,-73.95497131,Europe,Paris,Francia,14502,12/20/2018 03:01,70949,1352,5.059999943,0.02,174264,252.8800049,0.300000012,1,252.8800049,247.8200073,74.34999847,Western Europe,Isla de Francia,ON_HOLD,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,12/20/2018 03:01,First Class
DEBIT,3,2,-184.7700043,263.9599915,Late delivery,1,17,Cleats,Compton,EE. UU.,XXXXXXXXX,Timothy,5350,Solomon,XXXXXXXXX,Home Office,CA,8667 Jagged Trail,90220.0,4,Apparel,33.95939255,-118.2473221,Europe,Nice,Francia,5350,12/21/2018 18:59,66707,365,35.99000168,0.119999997,166733,59.99000168,-0.699999988,5,299.9500122,263.9599915,-184.7700043,Western Europe,Provenza-Alpes-Costa Azul,ON_HOLD,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/21/2018 18:59,Second Class
DEBIT,2,4,0.639999986,10.67000008,Advance shipping,1,61,CDs ,Chicago,EE. UU.,XXXXXXXXX,Hyacinth,12934,Waller,XXXXXXXXX,Consumer,IL,3829 Gentle Beacon Meadow,60617.0,9,Discs Shop,41.73297119,-87.54953003,Europe,Bochum,Alemania,12934,12/12/2018 00:52,69381,1348,0.620000005,0.059999999,172696,11.28999996,0.059999999,1,11.28999996,10.67000008,0.639999986,Western Europe,Renania del Norte-Westfalia,COMPLETE,,1348,61,,http://images.acmesports.sports/CDs+of+rock,CDs of rock,11.28999996,0,12/12/2018 00:52,Standard Class
DEBIT,1,0,167.8399963,357.1000061,Late delivery,1,63,Children's Clothing,Las Cruces,EE. UU.,XXXXXXXXX,Rebecca,17943,Bauer,XXXXXXXXX,Consumer,NM,8161 Crystal Towers,88005.0,4,Apparel,32.31484985,-106.7903061,Pacific Asia,Manila,Filipinas,17943,12/10/2018 19:49,74390,1350,0.0,0.0,177705,357.1000061,0.469999999,1,357.1000061,357.1000061,167.8399963,Southeast Asia,Capital Nacional,COMPLETE,,1350,63,,http://images.acmesports.sports/Children+heaters,Children's heaters,357.1000061,0,12/10/2018 19:49,Same Day
TRANSFER,2,1,29.57999992,94.5,Shipping canceled,1,24,Women's Apparel,Fort Worth,EE. UU.,XXXXXXXXX,Mary,5168,Smith,XXXXXXXXX,Consumer,TX,1819 Green Autoroute,76116.0,5,Golf,32.73230743,-97.47290802,Europe,Auch,Francia,5168,12/1/2018 13:26,68534,502,5.5,0.059999999,171352,50.0,0.310000002,2,100.0,94.5,29.57999992,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,SUSPECTED_FRAUD,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,12/1/2018 13:26,First Class
DEBIT,2,2,15.93000031,54.93999863,Shipping on time,1,60,Baby ,Sandusky,EE. UU.,XXXXXXXXX,Carly,17679,Weeks,XXXXXXXXX,Consumer,OH,9623 Clear Landing,44870.0,4,Apparel,40.81797409,-83.29694367,Pacific Asia,Liaocheng,China,17679,12/16/2018 17:57,74126,1347,4.139999866,0.07,177441,59.08000183,0.289999992,1,59.08000183,54.93999863,15.93000031,Eastern Asia,Shandong,COMPLETE,,1347,60,,http://images.acmesports.sports/Baby+sweater,Baby sweater,59.08000183,0,12/16/2018 17:57,Second Class
TRANSFER,2,1,27.34000015,55.79000092,Late delivery,0,17,Cleats,South San Francisco,EE. UU.,XXXXXXXXX,Rebecca,3547,Waller,XXXXXXXXX,Consumer,CA,8414 Dewy Lagoon Abbey,94080.0,4,Apparel,37.65774155,-122.4140701,Europe,Berlín,Alemania,3547,12/18/2018 06:09,67913,365,4.199999809,0.07,169788,59.99000168,0.49000001,1,59.99000168,55.79000092,27.34000015,Western Europe,Berlín,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/18/2018 06:09,First Class
TRANSFER,4,4,15.65999985,208.7400055,Shipping canceled,1,70,Men's Clothing,Chicago,EE. UU.,XXXXXXXXX,Alyssa,16021,Combs,XXXXXXXXX,Consumer,IL,9140 Clear Concession,60640.0,4,Apparel,41.96846008,-87.65660858,Pacific Asia,Caloundra,Australia,16021,12/7/2018 19:07,72468,1357,2.109999895,0.01,175783,210.8500061,0.079999998,1,210.8500061,208.7400055,15.65999985,Oceania,Queensland,SUSPECTED_FRAUD,,1357,70,,http://images.acmesports.sports/Men+gala+suit,Men's gala suit,210.8500061,0,12/7/2018 19:07,Standard Class
DEBIT,2,4,-16.87999916,191.8699951,Advance shipping,1,70,Men's Clothing,Fort Lauderdale,EE. UU.,XXXXXXXXX,Kelsie,16014,Forbes,XXXXXXXXX,Consumer,FL,690 Pleasant Autumn Mall,33324.0,4,Apparel,26.0984993,-80.27095032,Pacific Asia,Palembang,Indonesia,16014,12/31/2018 22:45,72461,1357,18.97999954,0.090000004,175776,210.8500061,-0.090000004,1,210.8500061,191.8699951,-16.87999916,Southeast Asia,Sumatra Meridional,COMPLETE,,1357,70,,http://images.acmesports.sports/Men+gala+suit,Men's gala suit,210.8500061,0,12/31/2018 22:45,Standard Class
CASH,2,1,155.9799957,479.9500122,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,2214,Smith,XXXXXXXXX,Consumer,PR,6567 Red Sky Gate,725.0,3,Footwear,18.2725296,-66.37059784,Europe,Saint-Michel-sur-Orge,Francia,2214,12/16/2018 20:07,68566,191,20.0,0.039999999,171421,99.98999786,0.330000013,5,499.9500122,479.9500122,155.9799957,Western Europe,Isla de Francia,CLOSED,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,12/16/2018 20:07,First Class
DEBIT,3,2,164.5500031,342.8200073,Late delivery,0,63,Children's Clothing,Caguas,Puerto Rico,XXXXXXXXX,Kiayada,14055,Cox,XXXXXXXXX,Home Office,PR,431 Merry Log Key,725.0,4,Apparel,18.23441696,-66.03705597,Europe,Martigues,Francia,14055,12/24/2018 01:15,70502,1350,14.27999973,0.039999999,173817,357.1000061,0.479999989,1,357.1000061,342.8200073,164.5500031,Western Europe,Provenza-Alpes-Costa Azul,COMPLETE,,1350,63,,http://images.acmesports.sports/Children+heaters,Children's heaters,357.1000061,0,12/24/2018 01:15,Second Class
DEBIT,3,4,-564.0900269,359.980011,Advance shipping,0,45,Fishing,Colorado Springs,EE. UU.,XXXXXXXXX,Karen,3172,Boyle,XXXXXXXXX,Corporate,CO,3339 Noble Dale,80918.0,7,Fan Shop,38.90581513,-104.7751541,Europe,Halle,Alemania,3172,12/29/2018 16:59,68307,1004,40.0,0.100000001,170768,399.980011,-1.570000052,1,399.980011,359.980011,-564.0900269,Western Europe,Renania del Norte-Westfalia,COMPLETE,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,12/29/2018 16:59,Standard Class
DEBIT,6,2,210.3899994,447.6400146,Late delivery,1,66,Crafts,Caguas,Puerto Rico,XXXXXXXXX,Donna,14768,Ramirez,XXXXXXXXX,Consumer,PR,7814 Old Glen,725.0,4,Apparel,18.23150253,-66.03704834,Europe,Langenfeld,Alemania,14768,12/3/2018 06:36,71215,1353,13.84000015,0.029999999,174530,461.480011,0.469999999,1,461.480011,447.6400146,210.3899994,Western Europe,Renania del Norte-Westfalia,ON_HOLD,,1353,66,,http://images.acmesports.sports/Porcelain+crafts,Porcelain crafts,461.480011,0,12/3/2018 06:36,Second Class
